service_id,Value_Deal,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Internet_ID,Customer_ID
310,None,Yes,No,No,No,No,No,No,No,No,Yes,21,94635-ODI
311,Deal 3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,99101-KER
312,Deal 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,71291-DEL
313,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,9,67857-TAM
314,Deal 2,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,49309-UTT
315,Deal 3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,26473-BIH
316,Deal 4,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,15175-GUJ
317,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,64209-KAR
318,Deal 2,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,11310-RAJ
319,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,9,43447-KAR
320,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,86443-MAH
321,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,74345-KAR
322,None,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,3,78274-PUD
323,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,46661-TEL
324,Deal 2,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,9,54479-GUJ
325,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,3,11799-MAH
326,None,Yes,No,No,No,No,No,No,No,No,Yes,21,54289-BIH
327,None,Yes,No,No,No,No,No,No,No,No,Yes,3,33490-BIH
328,Deal 4,Yes,No,No,No,No,Yes,No,No,No,Yes,1,14610-CHH
329,Deal 4,Yes,Yes,No,No,No,No,No,No,Yes,Yes,3,17664-KAR
330,None,Yes,No,No,No,No,No,No,Yes,Yes,Yes,3,41417-JHA
331,None,Yes,Yes,No,No,Yes,No,No,No,No,No,3,65868-RAJ
332,Deal 3,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,48513-TAM
333,None,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,3,72588-RAJ
334,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,93542-TEL
335,None,Yes,No,No,No,Yes,No,No,No,No,Yes,3,86778-ASS
336,None,Yes,No,No,No,No,No,No,No,No,Yes,21,11288-MAD
337,None,Yes,No,No,No,No,No,No,No,No,Yes,3,24990-WES
338,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,58750-MAH
339,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,3,49350-UTT
340,None,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,84937-PUN
341,None,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,9,33317-RAJ
342,None,Yes,No,No,No,No,No,No,No,No,No,3,59029-PUN
343,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,91731-BIH
344,None,Yes,No,No,No,No,No,No,No,No,Yes,21,18064-KER
345,None,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,3,59246-MAH
346,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,44134-KAR
347,None,Yes,No,Yes,No,No,Yes,No,No,No,Yes,9,27332-KAR
348,None,Yes,No,No,No,No,No,No,No,No,Yes,21,73060-MAH
349,None,Yes,No,No,No,No,No,No,No,No,Yes,3,29609-AND
350,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,32720-RAJ
351,None,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,9,18417-GUJ
352,Deal 3,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,28145-TEL
353,Deal 1,No,No,Yes,Yes,Yes,No,No,No,No,Yes,1,27174-TEL
354,Deal 4,Yes,Yes,No,No,No,No,No,No,No,Yes,3,36981-UTT
355,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,89201-AND
356,None,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,9,61700-RAJ
357,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,48404-ASS
358,Deal 2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,3,67513-JAM
359,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,9,58047-MAH
360,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,92273-WES
361,None,Yes,No,No,No,No,No,No,No,No,Yes,21,78971-TAM
362,None,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,9,35603-UTT
363,Deal 3,Yes,Yes,Yes,No,No,No,No,No,No,Yes,3,82343-MAH
364,Deal 5,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,1,26500-GUJ
365,None,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,43189-TAM
366,None,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,9,84034-UTT
367,Deal 2,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,9,48463-UTT
368,Deal 4,Yes,No,No,No,Yes,Yes,No,No,No,Yes,1,62078-BIH
369,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,62103-BIH
370,None,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,9,83796-UTT
371,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,46804-BIH
372,Deal 1,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,9,83591-WES
373,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,26761-GUJ
374,None,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,3,81949-HAR
375,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,9,88674-JAM
376,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,63662-TAM
377,None,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,9,75202-MAD
378,None,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,9,57152-HAR
379,Deal 5,Yes,Yes,No,No,No,No,No,No,No,Yes,21,79206-UTT
380,None,Yes,No,No,Yes,Yes,No,No,No,No,Yes,3,23361-UTT
381,Deal 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,3,43029-TEL
382,Deal 2,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,3,99834-GUJ
383,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,3,59308-UTT
384,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,1,48043-BIH
385,Deal 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3,72262-TEL
386,None,Yes,No,No,Yes,No,No,No,No,No,Yes,3,85907-BIH
387,Deal 3,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,85923-PUN
388,None,Yes,No,No,No,No,No,No,No,No,Yes,21,45619-KAR
389,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,18732-BIH
390,Deal 2,Yes,No,No,Yes,Yes,No,No,No,No,Yes,3,12853-HAR
391,None,Yes,No,Yes,No,No,No,No,No,No,No,1,54940-MAD
392,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,21885-BIH
393,None,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,3,76019-TEL
394,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,51652-HAR
395,None,Yes,No,No,No,No,No,No,No,No,Yes,3,94847-WES
396,Deal 4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,9,87160-KAR
397,None,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,76695-ASS
398,Deal 4,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,1,16343-MAH
399,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,65934-TAM
400,Deal 2,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,9,45333-RAJ
401,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,55973-JHA
402,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,9,99739-KAR
403,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,35926-WES
404,Deal 4,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,3,83336-AND
405,Deal 5,No,No,No,No,No,No,No,No,No,Yes,9,57488-KAR
406,None,Yes,No,No,No,No,No,No,No,No,Yes,21,66539-AND
407,Deal 5,No,No,No,No,No,No,No,No,No,Yes,1,16945-AND
408,None,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,9,28642-JHA
409,None,Yes,Yes,No,No,No,No,No,No,No,No,3,42667-ASS
410,Deal 3,Yes,No,Yes,No,No,No,No,No,No,Yes,3,91073-MAD
411,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,24231-RAJ
412,None,Yes,No,No,No,No,No,Yes,No,No,Yes,3,22660-TEL
413,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,28905-BIH
414,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,72106-HAR
415,Deal 2,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,58467-MAH
416,Deal 4,No,No,No,No,No,Yes,No,No,No,Yes,1,89567-RAJ
417,None,Yes,No,No,No,No,No,No,No,No,Yes,21,51522-BIH
418,Deal 4,Yes,No,No,No,No,No,No,No,Yes,Yes,1,88373-ODI
419,Deal 2,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,3,21967-WES
420,None,Yes,No,Yes,No,No,No,No,No,No,Yes,1,17796-BIH
421,None,No,No,Yes,No,No,No,Yes,No,No,Yes,1,17060-JAM
422,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,89590-MAD
423,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,65431-AND
424,None,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,1,38793-DEL
425,None,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,3,81940-MAH
426,Deal 2,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,9,84743-AND
427,Deal 5,Yes,Yes,No,No,No,No,No,No,No,Yes,3,47094-MAD
428,Deal 4,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,3,69641-MAH
429,Deal 4,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,3,11952-TEL
430,Deal 1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,3,76974-UTT
431,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,46640-RAJ
432,None,Yes,No,Yes,No,No,Yes,No,No,No,No,3,21956-JHA
433,None,Yes,Yes,Yes,No,No,No,No,No,No,No,3,53456-RAJ
434,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,3,21667-HAR
435,None,Yes,No,No,Yes,No,No,No,No,No,Yes,3,32819-MAD
436,Deal 4,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,33041-JAM
437,None,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,9,92230-AND
438,Deal 5,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,93104-TEL
439,Deal 3,Yes,No,No,No,Yes,No,No,No,No,Yes,9,96692-WES
440,Deal 2,Yes,Yes,Yes,No,No,Yes,No,No,No,No,9,33411-GUJ
441,None,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,9,72132-WES
442,None,Yes,No,No,No,No,No,No,No,No,Yes,21,78860-ODI
443,Deal 4,Yes,No,Yes,No,No,Yes,No,No,No,No,9,37735-GUJ
444,None,No,No,No,No,No,No,No,No,No,No,9,58049-MAD
445,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3,85861-UTT
446,Deal 3,Yes,No,No,No,Yes,No,Yes,No,No,Yes,3,33575-UTT
447,None,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,9,27091-WES
448,None,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,3,37628-UTT
449,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,92198-DEL
450,None,Yes,No,No,No,No,No,No,No,No,Yes,21,79905-UTT
451,Deal 3,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,3,72358-TEL
452,None,Yes,No,No,No,No,No,Yes,No,No,Yes,9,71509-HAR
453,Deal 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,9,33844-KAR
454,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,37069-UTT
455,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,28616-WES
456,None,Yes,No,No,No,No,No,No,No,No,Yes,3,35197-TEL
457,None,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1,21853-PUN
458,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,25828-CHH
459,None,Yes,No,No,No,No,Yes,Yes,No,No,Yes,3,54302-MAH
460,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,1,91278-UTT
461,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,3,57006-GUJ
462,Deal 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1,63067-KER
463,Deal 2,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,3,53269-GUJ
464,Deal 4,Yes,No,No,No,Yes,No,Yes,No,No,Yes,3,48928-HAR
465,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,62657-MAH
466,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,77270-MAD
467,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,94475-TEL
468,Deal 2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,76335-WES
469,None,Yes,No,No,Yes,No,Yes,No,No,No,No,1,65753-JHA
470,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,26707-HAR
471,Deal 2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,42478-PUN
472,Deal 2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,58686-MAH
473,Deal 5,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,76956-BIH
474,Deal 5,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3,75929-HAR
475,None,Yes,No,No,No,No,No,No,No,No,Yes,21,17974-JAM
476,Deal 1,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,1,89387-MAH
477,Deal 4,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,9,53957-BIH
478,Deal 3,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,1,96208-TAM
479,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,14654-MAH
480,None,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,3,11647-TAM
481,Deal 4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,9,97619-KER
482,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,88776-MAH
483,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,23378-GUJ
484,None,Yes,Yes,No,No,No,No,No,No,No,No,3,23067-ASS
485,Deal 2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,29494-MAD
486,Deal 2,No,No,No,No,No,No,No,Yes,No,No,1,63809-BIH
487,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9,99190-UTT
488,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,3,27195-PUN
489,Deal 1,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,3,98018-HAR
490,Deal 5,Yes,No,No,Yes,Yes,No,No,No,No,Yes,3,64223-UTT
491,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9,22755-MAH
492,Deal 3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3,35240-WES
493,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,98955-KAR
494,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,27622-PUN
495,None,Yes,Yes,Yes,No,No,No,No,No,No,No,9,36267-UTT
496,Deal 5,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,1,62535-AND
497,Deal 1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,64452-AND
498,None,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3,18125-TEL
499,None,Yes,No,No,No,No,Yes,No,No,No,Yes,1,26198-ASS
500,Deal 5,Yes,No,No,Yes,Yes,No,No,No,No,Yes,3,58381-GUJ
501,None,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,9,19420-MAD
502,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,9,31860-KAR
503,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,77859-KAR
504,Deal 2,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,3,66190-MAH
505,Deal 5,No,No,No,No,No,No,No,No,Yes,Yes,1,41835-MAH
506,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,87405-PUN
507,None,No,No,No,No,No,No,Yes,Yes,No,Yes,9,62544-GUJ
508,Deal 2,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,43878-DEL
509,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,43343-TAM
510,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,82018-AND
511,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,41647-UTT
512,Deal 2,No,No,No,No,Yes,Yes,No,No,No,Yes,9,37465-UTT
513,Deal 2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,9,86082-MAH
514,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,99630-MAD
515,Deal 1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,56579-PUN
516,Deal 1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,9,81896-BIH
517,Deal 4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,84783-WES
518,Deal 5,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,3,55103-WES
519,None,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,9,74668-MAH
520,Deal 1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,21150-UTT
521,None,No,No,No,No,No,No,Yes,No,No,Yes,9,65004-UTT
522,None,Yes,No,No,No,No,No,No,No,No,Yes,21,97666-KER
523,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,48330-UTT
524,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,26330-KER
525,None,Yes,No,No,No,No,No,No,No,No,Yes,21,96470-AND
526,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,3,62164-TAM
527,None,No,No,No,Yes,No,No,Yes,No,No,Yes,9,99203-JAM
528,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,25784-PUN
529,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,88214-GUJ
530,Deal 5,Yes,Yes,Yes,No,No,No,No,No,No,Yes,3,37350-HAR
531,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,93687-TEL
532,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,88440-JAM
533,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,84829-TEL
534,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,46937-BIH
535,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,1,13643-ASS
536,None,No,No,No,No,No,No,No,No,No,Yes,9,94887-AND
537,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,79939-KAR
538,Deal 5,Yes,No,Yes,No,No,Yes,No,No,No,Yes,1,75578-TAM
539,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,9,12511-DEL
540,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,1,47062-KAR
541,None,No,No,No,Yes,No,No,No,No,No,No,1,33077-BIH
542,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,3,41464-UTT
543,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,9,57738-GUJ
544,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,95788-MAD
545,None,Yes,No,No,No,No,No,No,No,No,Yes,21,45978-GUJ
546,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,91835-GUJ
547,None,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,56148-HAR
548,Deal 4,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,9,28527-UTT
549,Deal 5,No,No,No,No,No,No,No,Yes,Yes,Yes,9,19404-WES
550,Deal 3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,34237-HAR
551,None,No,No,No,Yes,No,No,Yes,Yes,Yes,No,9,37047-DEL
552,None,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3,83916-ASS
553,None,Yes,No,No,No,No,No,No,No,No,Yes,21,28720-MAD
554,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,72044-HAR
555,None,Yes,No,No,No,No,No,No,No,No,Yes,21,98230-GUJ
556,None,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,21986-WES
557,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,53780-PUN
558,None,Yes,No,No,No,No,No,No,No,No,Yes,21,61750-BIH
559,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,43432-UTT
560,Deal 5,No,No,No,No,No,Yes,Yes,No,No,Yes,9,19754-JAM
561,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,15018-TAM
562,None,Yes,No,No,No,No,No,No,No,No,Yes,21,64668-JAM
563,Deal 2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,59723-RAJ
564,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,75858-HAR
565,None,No,No,No,No,No,No,No,Yes,Yes,Yes,9,37270-MAH
566,None,Yes,Yes,No,No,No,No,Yes,No,No,Yes,3,33717-JAM
567,None,Yes,No,No,No,No,No,No,No,No,Yes,21,52083-HAR
568,None,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,9,65550-WES
569,Deal 4,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,3,33228-AND
570,None,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,9,98405-TEL
571,None,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,68338-KAR
572,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,93482-RAJ
573,None,Yes,No,No,No,No,No,No,No,No,Yes,21,41188-UTT
574,Deal 5,Yes,No,No,No,Yes,No,Yes,No,No,Yes,9,91952-TEL
575,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,21784-JHA
576,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,61204-UTT
577,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,11991-RAJ
578,Deal 3,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,9,77892-RAJ
579,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,52175-KAR
580,None,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,3,28861-GUJ
581,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,44394-AND
582,None,Yes,No,No,No,Yes,No,Yes,No,No,Yes,3,15054-TAM
583,Deal 5,Yes,No,Yes,No,No,Yes,No,No,No,No,1,79605-BIH
584,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,98788-TAM
585,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,79970-AND
586,Deal 2,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,1,28881-DEL
587,Deal 4,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,9,92705-UTT
588,None,Yes,No,No,No,No,No,No,Yes,Yes,Yes,3,44458-TAM
589,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,3,19235-GUJ
590,Deal 5,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,3,79971-GUJ
591,Deal 2,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,3,83804-MAD
592,Deal 5,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,12842-TAM
593,None,Yes,No,No,No,No,No,No,No,No,Yes,21,41644-RAJ
594,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,1,43206-ASS
595,None,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,3,29045-JAM
596,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,9,93405-AND
597,Deal 2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,3,41636-TAM
598,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,89378-PUN
599,None,Yes,No,No,No,No,No,Yes,Yes,Yes,No,1,41892-HAR
600,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,58276-MAH
601,None,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,1,18203-UTT
602,Deal 4,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,86512-HAR
603,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,85850-HAR
604,None,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3,57339-JHA
605,None,Yes,No,No,No,No,No,No,No,No,Yes,21,81567-GUJ
606,None,Yes,No,No,No,No,No,No,No,No,Yes,21,44500-MAD
607,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,46860-BIH
608,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,45565-BIH
609,None,No,No,Yes,No,No,No,No,No,No,Yes,1,74498-HAR
610,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,9,17735-MAD
611,Deal 2,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,83648-PUN
612,Deal 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,1,36905-PUN
613,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,3,97739-GUJ
614,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,3,22025-MAD
615,Deal 4,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,12341-HAR
616,Deal 5,Yes,No,No,Yes,No,No,Yes,No,No,Yes,3,57048-PUN
617,Deal 2,Yes,Yes,No,Yes,No,No,No,Yes,No,No,3,68157-AND
618,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,19849-BIH
619,None,Yes,No,No,No,No,No,No,No,No,Yes,21,48018-RAJ
620,Deal 5,Yes,No,No,No,Yes,No,No,No,Yes,No,3,17661-PUN
621,Deal 5,No,No,No,No,Yes,No,No,No,No,Yes,9,77222-UTT
