Customer_ID,Gender,Age,Married,Number_of_Referrals,Tenure_in_Months,churn_id,state_id
18872-WES,Male,62,No,8,9,1,3
18886-RAJ,Male,40,Yes,13,9,1,11
18928-UTT,Female,64,No,2,18,1,10
18943-KAR,Female,51,No,5,26,1,4
18986-ODI,Female,38,No,11,4,267,69
18987-TAM,Female,33,No,14,22,1,5
19000-HAR,Female,19,No,8,6,22,32
19006-KAR,Female,23,Yes,4,1,3,4
19013-JAM,Female,45,Yes,14,34,1,41
19020-KER,Female,59,No,1,20,1,73
19039-TEL,Female,80,Yes,0,16,1,6
19041-AND,Female,36,No,6,21,18,19
19043-MAH,Male,54,No,3,15,1,2
19088-JAM,Female,51,Yes,9,11,1,41
19096-WES,Female,58,Yes,14,28,63,3
19122-KAR,Male,57,No,13,23,1,4
19139-UTT,Female,32,No,3,33,1,51
19145-TAM,Male,42,No,15,23,72,5
19152-ASS,Female,18,No,13,3,1,46
19165-BIH,Female,52,No,3,26,1,16
19192-KAR,Female,49,No,15,9,1,4
19200-TAM,Male,35,No,0,30,1,5
19220-TAM,Male,62,No,2,36,1,5
19232-HAR,Male,23,No,10,9,1,32
19233-AND,Female,28,No,14,36,72,19
19235-GUJ,Female,71,No,15,18,63,8
19250-KAR,Male,36,Yes,3,18,1,4
19256-JAM,Female,63,Yes,2,21,1,41
19279-UTT,Female,35,No,14,18,1,10
19280-TEL,Female,55,No,7,32,5,6
19285-UTT,Female,27,Yes,15,19,1,10
19349-ODI,Male,67,Yes,14,2,22,69
19376-TAM,Female,76,No,6,13,1,5
19389-TEL,Female,22,No,4,9,1,6
19397-KER,Female,61,Yes,4,13,1,73
19400-JHA,Male,34,No,3,26,22,29
19404-WES,Female,24,No,11,4,20,3
19420-MAD,Female,54,Yes,9,3,1,20
19440-BIH,Female,41,Yes,9,10,1,16
19443-KAR,Female,43,Yes,5,14,1,4
19475-PUN,Female,30,No,6,34,1,26
19481-HAR,Male,76,No,10,17,20,32
19489-UTT,Female,34,Yes,4,12,1,10
19496-MAD,Female,71,No,6,18,1,20
19497-KAR,Female,46,No,0,33,1,4
19520-GUJ,Male,52,No,10,19,1,8
19522-RAJ,Female,52,Yes,6,7,288,11
19526-PUN,Female,71,No,10,29,1,26
19539-PUN,Female,37,Yes,14,8,18,26
19541-ODI,Female,37,Yes,15,14,18,69
19567-MAD,Female,45,Yes,9,30,1,20
19572-MAH,Female,71,Yes,5,3,1,2
19572-RAJ,Female,52,No,11,19,3,11
19577-PUN,Female,39,Yes,7,36,1,26
19592-UTT,Female,80,No,7,17,1,10
19644-KAR,Female,23,Yes,2,2,1,4
19661-GUJ,Male,66,Yes,9,18,1,8
19665-GUJ,Male,34,No,6,12,1,8
19665-JAM,Male,38,No,1,3,20,41
19668-AND,Male,33,No,2,3,1,19
19698-UTT,Male,64,No,7,13,3,10
19700-WES,Female,29,No,2,33,193,3
19704-KAR,Female,21,Yes,12,11,3,4
19747-WES,Female,47,No,15,19,18,3
19754-JAM,Female,63,No,15,1,3,41
19793-UTT,Female,63,Yes,5,34,4,10
19795-MAH,Male,43,Yes,15,1,1,2
19806-WES,Male,29,No,0,36,1,3
19811-MAH,Female,35,Yes,10,7,18,2
19837-TAM,Female,57,Yes,4,6,18,5
19849-BIH,Female,35,Yes,3,13,26,16
19854-RAJ,Female,32,Yes,5,18,1,11
19877-DEL,Male,35,No,7,27,1,1
19886-RAJ,Male,25,Yes,15,13,1,11
19889-KAR,Male,32,No,7,27,1,4
19891-KAR,Male,60,No,6,4,1,4
19898-HAR,Male,31,Yes,3,30,18,32
19901-JHA,Male,30,No,12,32,1,29
19943-ASS,Female,25,No,3,29,72,46
19956-AND,Male,26,Yes,14,31,22,19
19988-ODI,Female,71,No,14,23,1,69
19990-GUJ,Female,39,No,2,17,1,8
19998-AND,Female,18,No,0,2,18,19
21013-JAM,Male,55,No,12,8,20,41
21015-TEL,Female,40,No,7,17,1,6
21021-TEL,Male,30,No,11,4,1,6
21036-TAM,Male,67,Yes,12,23,3,5
21041-DEL,Male,75,Yes,15,15,26,1
21044-TAM,Female,48,No,2,14,19,5
21061-MAD,Female,23,Yes,1,1,1,20
21065-HAR,Male,27,No,5,10,18,32
21116-ASS,Female,46,Yes,15,34,1,46
21129-TAM,Female,25,No,11,31,1,5
21130-PUN,Male,56,Yes,0,29,1,26
21140-UTT,Male,38,No,7,36,141,10
21150-UTT,Female,42,No,4,26,1,51
21157-TAM,Male,28,No,3,19,1,5
21165-DEL,Female,38,No,2,32,18,1
21218-PUN,Male,42,No,0,11,1,26
21223-UTT,Female,72,Yes,7,12,212,51
21247-ASS,Male,58,Yes,2,2,18,46
21258-KAR,Female,39,Yes,7,31,1,4
21265-JAM,Male,66,No,3,4,20,41
21268-GUJ,Female,46,No,11,26,1,8
21282-JAM,Female,37,Yes,4,17,20,41
21288-MAH,Female,63,No,12,34,18,2
21291-MAH,Male,23,Yes,11,8,1,2
21291-TAM,Female,32,No,2,13,1,5
21292-HAR,Male,34,No,9,28,72,32
21303-UTT,Female,70,No,4,31,1,10
21320-BIH,Male,33,Yes,6,20,1,16
21338-TAM,Female,65,No,6,23,1,5
21343-MAD,Male,68,No,0,17,1,20
21355-TEL,Female,67,Yes,13,15,1,6
21368-AND,Female,23,No,9,2,1,19
21398-JAM,Female,36,No,0,9,1,41
21401-KAR,Female,50,Yes,15,5,1,4
21438-BIH,Female,56,Yes,0,21,1,16
21446-TAM,Female,38,Yes,0,26,63,5
21479-PUN,Female,76,Yes,0,16,1,26
21486-TAM,Male,31,Yes,2,8,1,5
21495-KAR,Female,66,No,13,21,1,4
21500-HAR,Female,38,Yes,5,28,4,32
21506-PUD,Male,58,Yes,0,1,1,238
21518-GUJ,Male,69,Yes,14,27,3,8
21538-PUN,Female,36,No,1,31,1,26
21541-MAH,Female,52,Yes,12,21,1,2
21542-WES,Female,59,Yes,2,8,67,3
21543-UTT,Male,71,No,3,23,212,10
21544-BIH,Male,56,Yes,3,16,86,16
21555-JHA,Female,54,No,15,34,1,29
21572-ASS,Female,60,No,3,10,63,46
21575-AND,Female,66,No,10,12,20,19
21577-PUN,Male,29,Yes,5,28,1,26
21589-PUN,Female,31,Yes,12,27,1,26
21592-KAR,Male,29,No,11,36,1,4
21598-KAR,Female,24,No,7,6,1,4
21598-PUN,Male,61,Yes,7,11,1,26
21602-BIH,Male,29,Yes,14,10,1,16
21617-PUD,Female,61,No,11,29,1,238
21620-TAM,Female,53,No,8,29,4,5
21630-UTT,Male,43,No,13,6,1,10
21636-RAJ,Male,34,No,15,14,193,11
21642-TEL,Male,60,Yes,12,29,18,6
21645-RAJ,Female,29,Yes,13,31,1,11
21662-AND,Male,79,Yes,15,36,1,19
21667-HAR,Male,70,No,15,22,1,32
21686-RAJ,Male,44,Yes,9,20,141,11
21710-JAM,Male,58,Yes,12,26,20,41
21711-WES,Female,41,No,7,17,1,3
21712-MAD,Male,76,No,3,34,3,20
21717-BIH,Male,36,Yes,13,15,1,16
21722-AND,Male,43,No,10,33,1,19
21725-KER,Male,26,Yes,5,10,1,73
21784-JHA,Male,55,Yes,4,1,1,29
21792-PUN,Female,29,No,8,8,1,26
21795-MAH,Female,55,Yes,11,7,1,2
21795-ODI,Male,61,No,1,13,1,69
21811-CHH,Male,29,No,13,7,72,25
21834-CHH,Female,52,No,0,2,1,25
21853-PUN,Male,30,No,8,15,1,26
21857-BIH,Female,32,No,11,19,67,16
21857-JHA,Female,30,Yes,5,30,26,29
21885-BIH,Female,38,Yes,12,28,1,16
21919-UTT,Male,64,No,15,2,141,10
21928-KAR,Male,30,Yes,3,36,267,4
21945-KAR,Male,61,No,7,5,72,4
21956-JHA,Female,59,Yes,10,8,18,29
21960-HAR,Male,35,Yes,0,16,1,32
21960-MAD,Male,42,No,12,31,1,20
21967-WES,Male,46,Yes,1,33,1,3
21981-TAM,Female,61,Yes,4,4,1,5
21986-WES,Male,53,No,10,24,1,3
22025-MAD,Female,63,Yes,14,18,409,20
22101-JAM,Male,68,Yes,13,1,1,41
22108-BIH,Female,48,Yes,2,21,1,16
22119-WES,Male,31,Yes,5,5,18,3
22124-JAM,Female,66,No,14,7,20,41
22130-TAM,Female,21,No,14,7,1,5
22134-WES,Female,28,No,8,7,1,3
22137-KAR,Female,51,No,4,28,18,4
22151-MAD,Male,67,No,7,36,1,20
22160-TEL,Female,29,Yes,13,34,67,6
22189-UTT,Male,62,No,6,12,1,10
22203-MAD,Female,62,Yes,5,35,1,20
22210-UTT,Male,70,No,13,23,26,10
22226-KER,Male,81,Yes,11,13,1,73
22236-TEL,Female,47,No,7,8,1,6
22240-HAR,Male,51,Yes,0,19,1,32
22249-UTT,Female,20,Yes,7,7,1,10
22270-KER,Female,51,Yes,2,28,1,73
22286-HAR,Female,54,Yes,6,36,3,32
22327-RAJ,Female,72,Yes,3,29,1,11
22329-HAR,Male,76,No,12,20,1,32
22354-PUN,Female,62,No,14,16,1,26
22357-AND,Female,49,No,9,13,1,19
22364-UTT,Male,57,Yes,14,21,1,10
22383-TAM,Male,29,No,3,28,1,5
22394-UTT,Female,23,No,10,11,1,10
22439-RAJ,Female,73,Yes,4,1,4,11
22443-UTT,Female,60,Yes,14,33,1,10
22456-WES,Female,26,Yes,15,33,1,3
22463-JAM,Female,30,Yes,10,5,1,41
22506-KAR,Male,23,No,7,6,1,4
22520-AND,Female,47,Yes,12,18,1,19
22520-TAM,Female,32,No,9,12,267,5
22522-MAH,Female,83,No,7,21,86,2
22533-RAJ,Female,63,No,15,24,193,11
22543-UTT,Female,23,Yes,4,9,1,10
22573-TAM,Male,46,No,9,35,1,5
22633-KER,Female,69,No,1,10,1,73
22635-MAH,Male,43,Yes,11,19,1,2
22646-TEL,Female,46,No,8,4,1,6
22656-ODI,Female,34,Yes,4,34,72,69
22660-TEL,Female,45,Yes,0,14,1,6
22665-UTT,Female,25,Yes,2,16,1,10
22700-UTT,Female,43,Yes,15,1,1,10
22701-RAJ,Female,64,Yes,4,3,1,11
22705-MAH,Female,36,No,4,22,1,2
22748-HAR,Male,29,No,6,12,1,32
22752-MAH,Male,39,Yes,0,6,1,2
22753-KAR,Female,77,No,6,9,1,4
22755-MAH,Female,46,Yes,5,33,1,2
22765-MAH,Female,40,Yes,6,16,18,2
22781-KAR,Male,56,No,13,6,1,4
22782-ODI,Female,50,Yes,2,28,18,69
22792-AND,Female,53,No,8,34,1,19
22803-GUJ,Male,22,Yes,7,7,1,8
22828-HAR,Female,48,Yes,10,36,1,32
22829-TAM,Female,73,No,14,29,1,5
22836-AND,Male,60,Yes,9,18,1,19
22841-TAM,Female,44,Yes,14,9,1,5
22846-HAR,Female,68,Yes,4,21,1,32
22847-GUJ,Female,84,Yes,14,23,1,8
22899-KAR,Male,37,No,11,14,1,4
22915-MAH,Female,41,Yes,10,23,1,2
22916-AND,Female,83,Yes,12,17,1,19
22929-JAM,Female,23,No,10,10,1,41
22951-UTT,Female,43,Yes,7,12,409,10
22972-MAD,Female,34,No,3,12,1,20
22994-TEL,Female,37,No,4,20,1,6
22996-RAJ,Male,49,Yes,11,18,63,11
23044-AND,Female,42,No,4,4,1,19
23048-MAH,Female,25,No,8,11,1,2
23051-KAR,Male,55,No,12,29,1,4
23053-PUN,Male,26,Yes,2,7,1,26
23057-TAM,Male,61,No,9,11,1,5
23059-WES,Male,48,Yes,5,6,20,3
23061-UTT,Male,22,Yes,10,7,1,10
23067-ASS,Female,75,No,2,22,22,46
23078-UTT,Female,57,Yes,3,24,18,10
23101-TAM,Female,63,Yes,11,3,1,5
23113-JAM,Female,65,No,11,10,20,41
23132-PUN,Female,36,Yes,0,15,20,26
23138-ASS,Male,46,Yes,7,29,1,46
23147-JHA,Male,39,No,8,28,1,29
23147-PUN,Male,24,No,14,6,5,26
23148-CHH,Female,74,Yes,4,9,18,25
23152-KAR,Female,59,No,6,36,1,4
23155-WES,Female,25,No,10,7,63,3
23164-TAM,Male,45,Yes,2,22,1,5
23184-GUJ,Male,55,Yes,5,21,63,8
23211-RAJ,Female,39,Yes,4,19,1,11
23224-MAD,Female,80,No,2,21,1,20
23230-MAH,Male,21,Yes,12,4,3,2
23237-DEL,Female,35,No,14,22,1,1
23237-UTT,Female,24,No,15,8,1,51
23240-HAR,Male,52,Yes,6,26,1,32
23249-PUN,Male,59,No,13,12,1,26
23255-KAR,Female,25,No,15,23,1,4
23256-HAR,Female,32,Yes,10,31,18,32
23279-TAM,Female,39,Yes,2,34,1,5
23283-TAM,Male,60,No,9,27,1,5
23293-GUJ,Female,37,Yes,8,3,1,8
23294-TAM,Female,68,Yes,8,28,1,5
23313-TEL,Male,51,Yes,3,9,3,6
23324-KER,Male,34,Yes,10,36,1,73
23332-ODI,Female,36,No,1,17,19,69
23332-RAJ,Female,41,Yes,6,26,1,11
23352-CHH,Female,21,No,7,10,1,25
23361-UTT,Female,35,Yes,13,28,1,10
23376-TAM,Female,68,No,3,16,1,5
23378-GUJ,Female,73,Yes,1,15,86,8
23381-RAJ,Female,61,No,12,36,212,11
23402-KAR,Female,49,Yes,12,27,1,4
23403-WES,Female,26,No,9,6,1,3
23436-TEL,Male,69,Yes,9,11,5,6
23445-MAH,Female,46,Yes,0,31,1,2
23464-UTT,Female,56,No,15,24,67,10
23476-DEL,Male,28,Yes,9,30,1,1
23533-GUJ,Female,43,Yes,7,7,1,8
23579-DEL,Male,47,No,15,7,1,1
23587-JHA,Female,67,Yes,1,6,3,29
23597-UTT,Male,25,Yes,11,28,1,51
23605-MAH,Female,31,Yes,1,19,18,2
23608-GUJ,Female,65,Yes,14,32,3,8
23612-UTT,Female,41,No,3,1,1,10
23615-UTT,Male,31,Yes,14,3,1,10
23632-HAR,Female,37,Yes,2,16,18,32
23671-TAM,Male,26,Yes,7,35,1,5
23679-TEL,Male,23,Yes,4,11,1,6
23683-TEL,Male,26,No,10,16,18,6
23691-WES,Male,59,Yes,11,24,72,3
23729-UTT,Female,58,No,14,19,18,10
23743-AND,Female,36,Yes,13,17,1,19
23745-DEL,Female,72,Yes,8,22,1,1
23746-AND,Female,49,Yes,9,29,1,19
23751-BIH,Male,66,No,4,27,1,16
23761-HAR,Female,43,Yes,8,16,1,32
23769-KAR,Male,37,No,5,31,1,4
23770-TAM,Female,76,No,8,15,20,5
23786-AND,Female,34,Yes,14,11,1,19
23791-RAJ,Female,24,Yes,6,8,1,11
23806-JAM,Female,67,No,2,34,20,41
23807-JAM,Male,51,Yes,5,20,1,41
23829-TAM,Male,76,Yes,5,32,20,5
23837-BIH,Female,64,No,14,5,63,16
23855-MAH,Female,53,Yes,13,9,18,2
23912-MAD,Female,24,No,4,5,1,20
23921-KER,Female,54,Yes,4,18,1,73
23982-TAM,Female,27,Yes,11,20,4,5
23983-MAH,Female,32,Yes,2,34,1,2
24004-KAR,Female,41,No,5,33,1,4
24040-MAH,Male,22,Yes,6,6,1,2
24041-UTT,Female,54,No,2,17,1,10
24054-BIH,Female,21,Yes,6,3,1,16
24092-UTT,Male,76,Yes,13,36,1,10
24099-KER,Male,41,No,7,9,1,73
24101-MAH,Male,42,Yes,5,22,212,2
24118-MAH,Male,34,Yes,12,15,1,2
24121-KAR,Female,40,No,6,11,3,4
24125-MAH,Female,28,Yes,10,20,1,2
24131-AND,Female,27,Yes,10,18,1,19
24148-AND,Male,79,No,7,21,409,19
24154-BIH,Male,58,No,11,11,1,16
24168-UTT,Female,27,Yes,1,20,1,10
24183-AND,Male,81,No,5,29,63,19
24185-MAH,Female,67,Yes,5,33,20,2
24189-BIH,Male,68,No,10,36,1,16
24214-JAM,Female,55,Yes,10,11,1,41
24231-RAJ,Male,27,Yes,3,6,1,11
24256-PUN,Female,29,No,6,3,1,26
24258-BIH,Male,33,No,0,20,1,16
24262-JHA,Male,61,Yes,2,36,1,29
24268-KER,Female,72,No,2,6,1,73
24297-JHA,Male,35,No,6,34,1,29
24305-BIH,Female,45,Yes,10,25,1,16
24315-KER,Male,67,Yes,7,6,72,73
24317-UTT,Female,34,Yes,0,32,1,10
24324-MAH,Female,56,No,1,6,1,2
24356-UTT,Female,51,No,8,16,1,10
24419-BIH,Female,54,No,12,16,1,16
24438-TAM,Female,45,Yes,0,26,22,5
24441-UTT,Female,45,No,8,34,1,10
24453-UTT,Female,20,No,12,3,1,10
24461-TAM,Female,41,Yes,6,20,1,5
24462-WES,Female,23,No,5,1,1,3
24498-MAH,Female,76,No,3,32,409,2
24508-AND,Male,49,Yes,12,14,1,19
24511-GUJ,Female,62,Yes,0,25,1,8
24514-HAR,Female,70,Yes,3,18,22,32
24525-HAR,Female,38,No,14,30,1,32
24529-TAM,Female,33,No,6,7,1,5
24531-AND,Male,82,No,10,5,3,19
24550-PUD,Female,31,Yes,4,16,22,238
24566-AND,Female,57,No,12,33,1,19
24584-MAH,Male,42,Yes,9,7,1,2
24592-WES,Male,58,Yes,2,4,22,3
24598-MAD,Male,22,No,9,4,5,20
24599-JAM,Female,24,No,0,7,1,41
24606-KER,Female,68,Yes,4,32,193,73
24607-TEL,Female,29,Yes,7,8,1,6
24611-JAM,Female,18,No,9,5,20,41
24618-GUJ,Female,40,Yes,8,19,1,8
24618-KAR,Male,46,Yes,12,24,1,4
24622-AND,Female,57,No,9,27,1,19
24632-TAM,Male,39,No,9,14,1,5
24696-BIH,Female,69,Yes,0,20,18,16
24721-MAH,Female,61,No,2,1,25,2
24754-AND,Female,63,Yes,0,28,18,19
24757-UTT,Female,32,No,9,1,26,10
24768-UTT,Female,30,No,15,6,3,10
24793-GUJ,Male,30,Yes,13,32,1,8
24801-WES,Female,61,Yes,12,28,1,3
24805-BIH,Male,42,Yes,10,26,1,16
24823-TAM,Male,40,Yes,14,6,1,5
24866-HAR,Female,59,Yes,6,1,1,32
24868-ODI,Female,35,No,8,30,1,69
24871-BIH,Male,61,Yes,3,26,1,16
24881-HAR,Female,47,Yes,7,33,72,32
24902-MAH,Male,41,Yes,4,17,1,2
24910-RAJ,Female,20,Yes,1,7,1,11
24934-HAR,Female,23,No,0,5,67,32
24935-WES,Female,73,Yes,2,22,63,3
24936-KAR,Male,46,No,10,4,1,4
24950-TAM,Female,20,No,9,1,1,5
24990-WES,Female,36,No,8,24,18,3
25005-HAR,Female,20,Yes,6,5,409,32
25008-BIH,Female,29,Yes,14,3,1,16
25021-UTT,Female,64,No,8,34,1,10
25046-HAR,Female,45,Yes,8,34,1,32
25048-TEL,Male,47,No,15,9,18,6
25059-JAM,Male,73,Yes,15,35,1,41
25060-TAM,Female,64,No,8,4,20,5
25063-WES,Male,51,No,4,35,3,3
25078-BIH,Female,28,No,0,32,1,16
25097-MAH,Male,31,No,8,8,20,2
25130-KAR,Male,46,Yes,15,10,1,4
25145-KAR,Female,42,No,7,24,1,4
25151-JAM,Female,67,No,9,27,20,41
25161-DEL,Female,64,Yes,11,26,20,1
25192-PUN,Female,41,No,4,11,1,26
25196-TAM,Female,46,No,14,22,1,5
25214-BIH,Female,50,No,9,16,63,16
25220-DEL,Female,23,Yes,13,3,1,1
25260-TAM,Male,84,Yes,14,32,1,5
25265-MAD,Female,67,Yes,9,21,1,20
25268-TAM,Male,67,Yes,15,21,19,5
25273-PUN,Male,58,No,9,22,1,26
25282-RAJ,Male,63,No,0,4,1,11
25286-GUJ,Female,44,No,11,32,1,8
25310-DEL,Female,65,Yes,10,34,1,1
25335-TAM,Male,49,No,10,20,1,5
25338-HAR,Female,75,No,0,35,1,32
25377-AND,Female,25,No,14,33,19,19
25421-PUD,Female,19,No,2,12,72,238
25438-MAH,Female,43,No,8,1,288,2
25446-HAR,Female,40,No,6,8,1,32
25448-PUN,Male,54,No,6,8,5,26
25451-JAM,Female,71,Yes,5,33,1,41
25492-UTT,Male,57,Yes,6,29,1,10
25507-MAD,Female,19,No,10,9,1,20
25511-UTT,Male,56,Yes,10,18,1,10
25517-RAJ,Female,40,No,4,10,18,11
25525-TAM,Male,28,Yes,12,3,22,5
25547-MAH,Male,32,Yes,15,30,1,2
25554-PUN,Male,44,No,1,36,63,26
25556-MAH,Male,21,Yes,7,2,1,2
25558-GUJ,Female,31,No,0,31,1,8
25564-KER,Female,37,No,14,9,86,73
25566-BIH,Female,28,Yes,13,16,1,16
25583-PUN,Female,36,Yes,1,15,1,26
25621-HAR,Female,43,Yes,9,9,1,32
25634-JAM,Male,27,No,1,15,1,41
25646-RAJ,Male,51,Yes,2,2,193,11
25658-JAM,Female,52,Yes,11,2,20,41
25668-UTT,Male,23,No,5,10,1,10
25693-MAD,Male,55,No,13,29,1,20
25726-TAM,Male,22,No,4,10,1,5
25733-HAR,Female,80,No,8,33,18,32
25748-KER,Male,39,Yes,4,20,1,73
25757-JHA,Male,41,No,13,33,1,29
25763-JHA,Female,47,Yes,9,3,18,29
25767-TAM,Male,27,Yes,2,19,1,5
25784-PUN,Male,40,Yes,4,24,1,26
25799-TEL,Female,27,No,1,1,1,6
25817-UTT,Male,33,No,5,30,1,51
25826-MAH,Male,69,No,8,21,1,2
25828-CHH,Male,64,Yes,3,20,72,25
25837-JAM,Male,66,Yes,7,23,1,41
25840-KAR,Male,23,Yes,8,11,26,4
25869-BIH,Female,54,No,2,7,1,16
25871-GUJ,Male,47,No,15,23,1,8
25897-JAM,Male,34,Yes,12,9,20,41
25912-BIH,Male,35,No,7,2,63,16
25957-RAJ,Female,81,Yes,6,27,3,11
25962-TEL,Male,63,No,7,1,1,6
25964-HAR,Male,66,Yes,10,1,67,32
25996-UTT,Female,30,Yes,11,8,1,10
26030-BIH,Female,81,No,9,21,4,16
26038-UTT,Male,38,Yes,14,14,3,10
26055-KAR,Female,62,No,1,12,1,4
26058-ASS,Male,48,Yes,12,25,1,46
26058-MAH,Female,24,Yes,14,1,1,2
26069-AND,Female,25,No,2,17,1,19
26139-KAR,Male,76,No,5,22,18,4
26168-BIH,Female,44,No,10,5,1,16
26173-WES,Female,56,Yes,15,2,3,3
26176-UTT,Female,39,No,14,11,1,51
26178-GUJ,Female,28,Yes,5,23,1,8
26198-ASS,Male,52,Yes,5,15,20,46
26221-TAM,Female,34,No,12,24,1,5
26222-RAJ,Female,79,Yes,1,14,3,11
26259-RAJ,Female,46,No,4,9,1,11
26267-AND,Female,57,Yes,4,11,1,19
26279-AND,Female,55,No,8,9,20,19
26294-TEL,Female,42,Yes,8,13,1,6
26308-MAH,Male,68,Yes,1,12,1,2
26308-ODI,Male,45,Yes,5,24,1,69
26330-KER,Male,29,Yes,0,29,1,73
26359-MAH,Female,28,Yes,15,12,212,2
26363-KER,Female,32,Yes,3,34,1,73
26376-KER,Female,31,Yes,11,4,1,73
26377-ODI,Female,23,Yes,2,4,1,69
26383-TAM,Female,51,Yes,3,12,1,5
26401-MAH,Female,63,Yes,3,4,1,2
26412-ASS,Female,30,No,7,18,18,46
26425-MAH,Male,45,No,4,8,1,2
26433-GUJ,Female,29,No,14,28,1,8
26445-JAM,Female,49,No,4,20,20,41
26447-BIH,Female,39,Yes,10,1,1,16
26448-BIH,Female,57,No,10,21,18,16
26453-TAM,Male,30,Yes,6,9,1,5
26458-TEL,Female,49,Yes,12,4,1,6
26473-BIH,Male,67,No,7,7,1,16
26478-KAR,Female,55,Yes,3,20,4,4
26490-RAJ,Male,31,Yes,0,25,1,11
26500-GUJ,Female,62,Yes,3,19,18,8
26506-UTT,Female,32,No,10,15,1,10
26506-WES,Male,39,No,8,9,1,3
26538-AND,Female,29,No,11,25,1,19
26540-TEL,Male,76,No,14,20,1,6
26567-UTT,Female,67,Yes,1,35,18,10
26576-MAD,Male,79,Yes,5,28,1,20
26601-UTT,Male,36,No,13,25,1,10
26602-JAM,Female,27,Yes,12,6,20,41
26661-TEL,Female,19,No,9,6,1,6
26662-KAR,Female,39,No,2,31,1,4
26707-HAR,Female,18,No,8,5,19,32
26714-TAM,Female,50,Yes,5,5,1,5
26724-PUN,Female,26,No,14,26,1,26
26736-TAM,Female,18,Yes,5,9,1,5
26757-KAR,Female,35,No,3,9,3,4
26761-GUJ,Male,46,No,3,13,19,8
26795-KAR,Male,69,Yes,2,1,1,4
26817-MAD,Female,53,No,7,33,1,20
26836-HAR,Male,52,No,10,7,1,32
26845-MAH,Female,70,Yes,14,31,1,2
26858-GUJ,Male,64,Yes,13,29,1,8
26873-TAM,Female,22,Yes,12,3,5,5
26882-KER,Female,55,Yes,8,23,20,73
26889-RAJ,Female,40,No,1,25,3,11
26895-UTT,Male,79,Yes,12,7,1,10
26896-KAR,Female,29,Yes,4,19,1,4
26899-MAH,Male,47,No,7,21,86,2
26902-TEL,Male,52,Yes,7,2,18,6
26949-MAH,Female,50,No,2,19,1,2
26974-WES,Female,68,No,2,17,1,3
26977-UTT,Male,46,No,12,1,1,10
26994-BIH,Female,27,No,9,5,22,16
27001-KER,Female,21,No,0,4,1,73
27008-WES,Female,53,No,9,4,86,3
27021-TEL,Female,33,Yes,14,36,1,6
27031-KAR,Female,71,Yes,11,34,1,4
27046-JHA,Male,26,Yes,4,6,1,29
27059-KAR,Male,59,Yes,13,22,1,4
27064-TAM,Male,65,Yes,2,35,1,5
27065-TAM,Female,47,No,14,33,1,5
27083-MAD,Male,65,Yes,14,1,1,20
27087-AND,Female,78,No,6,3,1,19
27091-WES,Female,50,No,13,5,1,3
27121-AND,Male,79,Yes,3,9,1,19
27129-TAM,Male,44,Yes,0,23,1,5
27131-TAM,Female,37,No,15,24,1,5
27132-KAR,Male,31,No,11,34,1,4
27136-JAM,Female,52,Yes,3,24,20,41
27138-BIH,Female,24,Yes,5,10,63,16
27149-JHA,Female,40,No,10,31,267,29
27151-HAR,Female,31,Yes,6,7,1,32
27174-TEL,Female,35,No,12,20,1,6
27180-UTT,Female,42,No,11,20,1,10
27188-KAR,Male,62,No,3,26,1,4
27195-PUN,Female,61,Yes,12,13,67,26
27244-JAM,Female,81,No,8,22,1,41
27247-PUN,Male,49,Yes,11,28,1,26
27247-TAM,Female,48,No,1,36,63,5
27287-UTT,Female,62,No,15,25,1,10
27314-WES,Female,26,No,12,28,1,3
27332-KAR,Female,20,No,3,9,5,4
27350-GUJ,Female,61,No,12,13,1,8
27382-UTT,Male,63,Yes,11,11,1,10
27402-AND,Male,25,No,14,35,20,19
27461-MAD,Male,22,Yes,7,6,18,20
27465-JAM,Female,50,No,10,30,18,41
27465-UTT,Female,82,No,6,6,1,10
27501-TEL,Female,33,No,5,26,26,6
27514-AND,Male,61,Yes,12,20,1,19
27523-UTT,Female,53,Yes,12,4,1,10
27535-BIH,Female,62,Yes,12,28,1,16
27553-UTT,Female,53,Yes,0,18,18,10
27555-GUJ,Female,57,No,7,35,3,8
27561-UTT,Female,19,No,6,10,18,10
27563-RAJ,Male,55,Yes,11,23,1,11
27607-KAR,Female,18,Yes,0,8,1,4
27622-PUN,Male,26,Yes,8,36,1,26
27627-UTT,Female,29,No,11,8,1,10
27634-JAM,Female,59,No,6,20,20,41
27643-KAR,Female,57,No,4,18,1,4
27654-TAM,Female,36,Yes,6,25,22,5
27663-HAR,Female,20,Yes,1,3,141,32
27676-AND,Female,39,Yes,11,27,1,19
27692-GUJ,Female,40,No,6,34,25,8
27709-WES,Female,67,No,14,7,1,3
27711-MAH,Male,33,Yes,5,2,1,2
27736-BIH,Male,43,No,5,3,1,16
27743-TAM,Female,33,Yes,9,14,3,5
27750-HAR,Female,83,Yes,15,28,1,32
27757-HAR,Male,46,Yes,11,6,1,32
27760-GUJ,Female,36,No,7,6,1,8
27775-GUJ,Female,30,Yes,3,16,1,8
27791-BIH,Male,25,No,14,20,1,16
27812-MAD,Male,57,No,7,5,1,20
27812-TAM,Male,44,Yes,13,14,72,5
27817-MAD,Female,56,No,5,30,1,20
27828-JHA,Female,42,No,3,24,1,29
27846-JHA,Female,45,Yes,13,19,25,29
27856-UTT,Female,33,Yes,1,32,18,10
